case_id,crime_type_code,crime_type_description,severity_level,incident_datetime,latitude,longitude,region,district,priority,status,complainant_name,complainant_age,complainant_gender
20251030-4014,BR,Burglary,Serious,2024-11-08 16:41:08,13.106553423034713,80.2505261229504,North,Parkside,High,Closed,Priya Kumar,38,Male
20251030-4015,DR,Drug Related,Critical,2023-02-13 19:57:06,13.071970820545982,80.26457699068311,North,Industrial Area,Critical,Under Investigation,Lakshmi Nair,39,Female
20251030-4016,AS,Assault,Serious,2023-02-25 15:16:28,13.09903715575588,80.2953954792988,Central,Business District,High,Pending,Priya Nair,64,Other
20251030-4017,CY,Cybercrime,Serious,2023-04-26 03:16:17,13.109128235330752,80.29534340212004,West,Western Plains,High,Assigned,Deepa Singh,56,Other
20251030-4018,BR,Burglary,Serious,2024-04-22 09:27:34,13.115959581341503,80.27899545730217,South,Residential South,High,Reported,Deepa Nair,40,Male
20251030-4019,FR,Fraud,Moderate,2024-06-19 01:40:40,13.039123692224054,80.24455421401885,East,Suburban East,Medium,Pending,Deepa Singh,56,Other
20251030-4020,CY,Cybercrime,Serious,2024-11-05 08:59:25,13.069970569172494,80.27433477638326,Central,Business District,High,Assigned,Lakshmi Patel,53,Female
20251030-4021,DR,Drug Related,Critical,2023-04-22 16:29:16,13.111427042387415,80.26868974979519,South,Coastal Zone,Critical,Under Investigation,Deepa Reddy,59,Male
20251030-4022,TH,Theft,Moderate,2024-07-18 04:52:27,13.028770813334695,80.18010779298741,West,University Area,Medium,Closed,Priya Singh,58,Other
20251030-4023,BR,Burglary,Serious,2024-05-12 21:08:56,12.995421563400866,80.27797032186481,Central,City Center,High,Pending,Arun Nair,50,Male
20251030-4024,HM,Homicide,Critical,2023-06-03 23:40:17,13.057366898357342,80.26292084288629,Central,Business District,Critical,Pending,Meena Das,68,Male
20251030-4025,DR,Drug Related,Critical,2024-11-10 11:33:52,13.174130058672093,80.24775479882206,West,University Area,Critical,Under Investigation,Meena Das,68,Female
20251030-4026,CY,Cybercrime,Serious,2023-11-27 20:13:40,13.044274308947639,80.23256912647824,East,Suburban East,High,Under Investigation,Meena Sharma,53,Other
20251030-4027,FR,Fraud,Moderate,2023-06-27 13:47:39,13.100550195188179,80.28527989752338,South,Coastal Zone,Medium,Under Investigation,Meena Kumar,42,Male
20251030-4028,VN,Vandalism,Minor,2023-09-01 18:04:04,13.072018948239897,80.27876314645421,East,Market District,Low,Assigned,Meena Reddy,62,Female
20251030-4029,FR,Fraud,Moderate,2024-04-01 07:22:57,13.080419051707747,80.25716611823043,West,University Area,Medium,Assigned,Vijay Sharma,19,Male
20251030-4030,RB,Robbery,Critical,2024-04-10 20:57:08,13.063307007832178,80.24687374425628,South,Southern Bay,Critical,Assigned,Arun Kumar,72,Female
20251030-4031,VN,Vandalism,Minor,2023-07-30 20:59:42,13.06420490591612,80.24105099287146,Central,Business District,Low,Reported,Raj Singh,25,Male
20251030-4032,FR,Fraud,Moderate,2023-04-05 05:30:18,13.026473335288422,80.25853014790971,East,Suburban East,Medium,Cold Case,Kumar Sharma,31,Female
20251030-4033,AS,Assault,Serious,2023-01-27 07:59:17,13.086432793606484,80.28211471581605,North,Northern Heights,High,Under Investigation,Deepa Kumar,27,Female
20251030-4034,TH,Theft,Moderate,2023-01-12 12:15:11,12.984555628025632,80.17901170089266,South,Southern Bay,Medium,Assigned,Lakshmi Sharma,55,Other
20251030-4035,HM,Homicide,Critical,2023-05-16 10:13:11,13.066702479300588,80.20937663142429,South,Residential South,Critical,Closed,Arun Patel,23,Female
20251030-4036,CY,Cybercrime,Serious,2024-02-17 17:21:24,13.08834618092002,80.26491046716895,North,Northern Heights,High,Under Investigation,Priya Das,40,Female
20251030-4037,CY,Cybercrime,Serious,2023-04-07 16:10:52,13.082233946538294,80.27113308649163,West,Western Plains,High,Under Investigation,Meena Sharma,57,Other
20251030-4038,VN,Vandalism,Minor,2023-10-30 15:12:58,13.077166707174282,80.26824824114844,Central,City Center,Low,Under Investigation,Arun Kumar,29,Other
20251030-4039,BR,Burglary,Serious,2024-05-07 06:56:16,13.05407421048443,80.24283778306159,South,Southern Bay,High,Closed,Deepa Das,41,Female
20251030-4040,CY,Cybercrime,Serious,2023-11-21 21:06:47,13.105075639481448,80.27467440707258,South,Residential South,High,Reported,Deepa Das,49,Other
20251030-4041,VT,Vehicle Theft,Moderate,2024-02-18 21:58:20,13.035381994338877,80.28934423991143,South,Coastal Zone,Medium,Under Investigation,Meena Nair,58,Other
20251030-4042,RB,Robbery,Critical,2023-10-08 12:43:22,13.005563094082492,80.3177543801071,South,Coastal Zone,Critical,Pending,Meena Reddy,71,Male
20251030-4043,AS,Assault,Serious,2024-03-20 20:10:57,13.108190978712473,80.28876179492146,Central,Business District,High,Reported,Vijay Sharma,61,Female
20251030-4044,VT,Vehicle Theft,Moderate,2024-04-07 10:35:44,13.042932747403718,80.26741812435982,North,Northern Heights,Medium,Assigned,Arun Singh,41,Male
20251030-4045,DR,Drug Related,Critical,2023-12-27 07:00:18,13.104009729437408,80.29340854093968,Central,Downtown,Critical,Closed,Deepa Singh,44,Male
20251030-4046,RB,Robbery,Critical,2024-02-18 10:12:00,13.066815250476864,80.25307325089503,West,University Area,Critical,Under Investigation,Deepa Das,19,Other
20251030-4047,AS,Assault,Serious,2023-10-12 11:33:20,13.063053463045815,80.25567034808874,North,Industrial Area,High,Under Investigation,Meena Das,69,Other
20251030-4048,CY,Cybercrime,Serious,2023-05-24 20:49:22,13.102910767735692,80.30426141655175,Central,City Center,High,Under Investigation,Deepa Kumar,26,Female
20251030-4049,VT,Vehicle Theft,Moderate,2023-12-04 16:55:52,13.093237163894353,80.27768560288612,South,Coastal Zone,Medium,Assigned,Raj Singh,21,Female
20251030-4050,VN,Vandalism,Minor,2023-10-04 23:56:06,13.117516158398395,80.27002631399947,Central,Downtown,Low,Pending,Lakshmi Singh,53,Female
20251030-4051,RB,Robbery,Critical,2024-05-09 16:34:21,13.054288167928137,80.28317834193777,West,Western Plains,Critical,Pending,Priya Iyer,20,Male
20251030-4052,CY,Cybercrime,Serious,2024-08-27 21:55:55,13.045408362455133,80.24058969608389,South,Coastal Zone,High,Assigned,Meena Sharma,22,Male
20251030-4053,DR,Drug Related,Critical,2023-10-14 16:16:51,12.988319397417802,80.32614681991342,East,Market District,Critical,Under Investigation,Meena Nair,25,Female
20251030-4054,CY,Cybercrime,Serious,2024-06-26 18:58:54,13.105007736139605,80.26765642917248,South,Coastal Zone,High,Pending,Deepa Singh,32,Female
20251030-4055,RB,Robbery,Critical,2024-07-25 06:59:00,13.114990371324577,80.30476812378761,Central,Downtown,Critical,Assigned,Deepa Kumar,44,Female
20251030-4056,DR,Drug Related,Critical,2024-10-09 17:55:05,13.097642615665002,80.24057617349463,West,University Area,Critical,Under Investigation,Arun Iyer,71,Male
20251030-4057,BR,Burglary,Serious,2023-11-08 23:17:40,13.117323908462923,80.29232278445735,Central,Business District,High,Assigned,Vijay Kumar,68,Female
20251030-4058,HM,Homicide,Critical,2023-02-26 20:45:42,13.092706460696544,80.25595585673581,South,Coastal Zone,Critical,Pending,Lakshmi Patel,42,Male
20251030-4059,BR,Burglary,Serious,2023-07-04 15:02:25,13.065196101044567,80.27484366252119,North,Northern Heights,High,Pending,Arun Nair,38,Other
20251030-4060,VT,Vehicle Theft,Moderate,2024-05-31 19:45:50,13.05857822121346,80.24488944722603,North,Northern Heights,Medium,Closed,Priya Nair,56,Other
20251030-4061,VT,Vehicle Theft,Moderate,2024-11-23 18:49:40,13.106913779183106,80.3070403638464,West,Western Plains,Medium,Closed,Deepa Nair,37,Male
20251030-4062,FR,Fraud,Moderate,2024-10-29 08:51:51,12.985878251563685,80.25360757275666,South,Residential South,Medium,Closed,Meena Singh,39,Other
20251030-4063,VN,Vandalism,Minor,2023-02-05 18:14:46,13.06469142641636,80.25803571348064,South,Residential South,Low,Assigned,Lakshmi Singh,29,Other
20251030-4064,RB,Robbery,Critical,2023-06-03 18:50:18,13.089226548309373,80.27173554243355,East,Eastern Hills,Critical,Assigned,Meena Singh,33,Male
20251030-4065,BR,Burglary,Serious,2024-10-31 19:41:06,13.049136271073422,80.28733579778184,North,Parkside,High,Pending,Deepa Das,22,Other
20251030-4066,VN,Vandalism,Minor,2023-06-19 12:10:19,13.114089384006785,80.2817081905445,North,Parkside,Low,Closed,Meena Singh,20,Male
20251030-4067,RB,Robbery,Critical,2023-08-02 09:44:15,13.101198344600778,80.2292220816091,East,Market District,Critical,Reported,Priya Reddy,64,Other
20251030-4068,VT,Vehicle Theft,Moderate,2023-07-17 14:43:45,13.082081027414073,80.25806593308495,North,Industrial Area,Medium,Under Investigation,Arun Kumar,19,Female
20251030-4069,DR,Drug Related,Critical,2023-01-05 06:16:18,13.011103919745294,80.25895257622933,Central,Downtown,Critical,Under Investigation,Kumar Iyer,31,Male
20251030-4070,HM,Homicide,Critical,2023-04-26 02:10:08,13.087270106036545,80.27316544684618,Central,Business District,Critical,Under Investigation,Deepa Iyer,53,Male
20251030-4071,BR,Burglary,Serious,2024-04-27 19:07:31,13.074345439165695,80.25120241030399,South,Residential South,High,Under Investigation,Deepa Iyer,39,Male
20251030-4072,CY,Cybercrime,Serious,2023-04-14 07:22:46,13.033880568088529,80.24909288573384,North,Northern Heights,High,Closed,Priya Iyer,63,Male
20251030-4073,BR,Burglary,Serious,2023-08-10 20:50:50,13.081782723163615,80.26645697040554,West,Western Plains,High,Under Investigation,Deepa Nair,25,Male
20251030-4074,VN,Vandalism,Minor,2024-04-16 16:43:43,13.054914025039697,80.26549875804255,East,Suburban East,Low,Under Investigation,Raj Singh,71,Other
20251030-4075,AS,Assault,Serious,2023-04-12 19:27:55,13.068524670723171,80.24217452399459,Central,Business District,High,Reported,Deepa Kumar,33,Male
20251030-4076,RB,Robbery,Critical,2024-09-12 08:43:10,13.096495244731479,80.2005409314539,North,Industrial Area,Critical,Closed,Meena Iyer,33,Male
20251030-4077,VT,Vehicle Theft,Moderate,2023-03-22 23:27:45,13.084357208897558,80.24825588755904,North,Parkside,Medium,Pending,Vijay Patel,51,Female
20251030-4078,BR,Burglary,Serious,2024-01-02 07:07:23,13.048063842970471,80.34510182241698,Central,City Center,High,Under Investigation,Kumar Nair,70,Male
20251030-4079,VT,Vehicle Theft,Moderate,2024-11-02 23:31:43,13.029262919177828,80.22306370315387,East,Market District,Medium,Under Investigation,Deepa Kumar,25,Other
20251030-4080,BR,Burglary,Serious,2023-10-23 19:18:08,13.11193960133443,80.29503737152346,South,Residential South,High,Assigned,Deepa Singh,62,Female
20251030-4081,CY,Cybercrime,Serious,2023-01-07 19:55:35,13.089118652457827,80.26825253852026,North,Parkside,High,Closed,Priya Das,50,Other
20251030-4082,RB,Robbery,Critical,2024-07-01 17:32:07,13.094048815269137,80.29236957466912,East,Suburban East,Critical,Assigned,Vijay Singh,50,Male
20251030-4083,CY,Cybercrime,Serious,2023-09-02 14:46:24,13.075541435785883,80.2435462785536,South,Residential South,High,Under Investigation,Meena Singh,26,Female
20251030-4084,BR,Burglary,Serious,2024-07-28 13:18:08,13.117646421756742,80.20954771821503,North,Northern Heights,High,Closed,Vijay Das,65,Other
20251030-4085,DR,Drug Related,Critical,2023-07-14 21:32:04,13.030223722397073,80.28302275638671,South,Coastal Zone,Critical,Reported,Arun Kumar,45,Male
20251030-4086,FR,Fraud,Moderate,2023-02-01 16:18:24,13.02967902389468,80.23078629970288,Central,Business District,Medium,Under Investigation,Vijay Iyer,46,Other
20251030-4087,FR,Fraud,Moderate,2024-09-04 18:59:02,13.05716811954466,80.2522763810137,North,Parkside,Medium,Reported,Vijay Das,70,Female
20251030-4088,CY,Cybercrime,Serious,2023-02-28 16:13:56,13.105271124545762,80.29409039547902,North,Industrial Area,High,Under Investigation,Priya Das,44,Female
20251030-4089,VT,Vehicle Theft,Moderate,2023-11-13 20:06:43,13.02364576875284,80.25015258030776,Central,Business District,Medium,Closed,Vijay Das,32,Other
20251030-4090,FR,Fraud,Moderate,2023-02-25 18:48:27,13.043897356917757,80.25577579468056,Central,Business District,Medium,Reported,Vijay Das,70,Other
20251030-4091,BR,Burglary,Serious,2023-08-19 18:39:16,12.995304615727717,80.26571549507098,West,Commercial West,High,Closed,Meena Patel,31,Male
20251030-4092,DR,Drug Related,Critical,2024-05-08 15:08:12,13.034473325184532,80.27347075091653,West,Commercial West,Critical,Under Investigation,Lakshmi Sharma,27,Male
20251030-4093,DR,Drug Related,Critical,2023-07-29 20:14:35,13.161878332580004,80.2775076649214,South,Residential South,Critical,Reported,Vijay Singh,74,Female
20251030-4094,FR,Fraud,Moderate,2024-03-29 17:02:48,13.119874481518208,80.26985812711898,Central,Business District,Medium,Under Investigation,Arun Reddy,27,Male
20251030-4095,CY,Cybercrime,Serious,2024-03-12 22:08:52,13.03103081977427,80.23454559139888,West,University Area,High,Closed,Meena Reddy,64,Female
20251030-4096,DR,Drug Related,Critical,2024-06-21 06:03:07,13.125283716096668,80.36474609122999,South,Residential South,Critical,Reported,Meena Kumar,47,Other
20251030-4097,RB,Robbery,Critical,2024-10-28 21:07:49,13.115724370099027,80.29620363259664,South,Residential South,Critical,Closed,Kumar Reddy,61,Male
20251030-4098,VN,Vandalism,Minor,2024-05-24 23:44:58,13.06806820074437,80.24047166852358,Central,Downtown,Low,Under Investigation,Kumar Iyer,29,Male
20251030-4099,FR,Fraud,Moderate,2023-07-23 21:06:58,13.100528261175365,80.27158166769291,Central,Downtown,Medium,Under Investigation,Raj Nair,23,Male
20251030-4100,AS,Assault,Serious,2024-05-07 17:25:45,13.045285218140366,80.24220411292328,North,Northern Heights,High,Under Investigation,Lakshmi Reddy,41,Male
20251030-4101,CY,Cybercrime,Serious,2023-01-15 23:50:03,13.044587752066779,80.24256295359451,South,Southern Bay,High,Reported,Vijay Kumar,18,Male
20251030-4102,VT,Vehicle Theft,Moderate,2023-03-01 15:52:45,13.07071350911669,80.2810166616125,East,Suburban East,Medium,Under Investigation,Deepa Reddy,72,Female
20251030-4103,HM,Homicide,Critical,2023-10-15 15:47:10,13.095779140666915,80.27054079656985,North,Northern Heights,Critical,Under Investigation,Deepa Nair,49,Other
20251030-4104,AS,Assault,Serious,2024-01-07 01:26:00,12.993562793824202,80.1929884165609,East,Suburban East,High,Pending,Raj Reddy,40,Female
20251030-4105,VN,Vandalism,Minor,2023-12-26 05:58:45,13.054200993487617,80.23685253577692,West,University Area,Low,Under Investigation,Priya Das,31,Male
20251030-4106,HM,Homicide,Critical,2023-07-07 19:50:05,13.085389855142955,80.29854171504505,Central,City Center,Critical,Reported,Vijay Singh,34,Female
20251030-4107,AS,Assault,Serious,2024-10-27 05:37:18,13.049527723486463,80.18408079993962,North,Industrial Area,High,Reported,Kumar Das,57,Male
20251030-4108,CY,Cybercrime,Serious,2023-05-15 09:14:27,13.095826864314686,80.2985108339103,North,Industrial Area,High,Under Investigation,Arun Reddy,59,Other
20251030-4109,BR,Burglary,Serious,2024-07-13 13:55:04,13.025697439409747,80.28733833445935,East,Eastern Hills,High,Pending,Raj Reddy,68,Male
20251030-4110,BR,Burglary,Serious,2023-09-07 18:46:10,13.178850504287466,80.29444370476658,South,Residential South,High,Pending,Deepa Kumar,30,Male
20251030-4111,BR,Burglary,Serious,2024-10-30 17:57:26,13.041523796575028,80.2568625489217,North,Northern Heights,High,Reported,Vijay Das,60,Male
20251030-4112,DR,Drug Related,Critical,2023-03-11 16:14:08,13.05968784990803,80.2796367883776,South,Southern Bay,Critical,Assigned,Deepa Singh,31,Male
20251030-4113,FR,Fraud,Moderate,2024-09-28 09:23:54,13.111045903137908,80.29445180400675,Central,City Center,Medium,Closed,Raj Kumar,60,Male
20251030-4114,FR,Fraud,Moderate,2023-06-14 00:01:28,13.041741049973178,80.32253958760322,North,Parkside,Medium,Assigned,Deepa Das,36,Female
20251030-4115,DR,Drug Related,Critical,2023-06-19 05:24:40,13.060840096155667,80.27992636632311,West,Commercial West,Critical,Pending,Lakshmi Kumar,21,Male
20251030-4116,AS,Assault,Serious,2024-12-18 11:42:49,13.105638136744277,80.27985842197015,North,Parkside,High,Under Investigation,Raj Reddy,26,Male
20251030-4117,AS,Assault,Serious,2023-07-05 08:00:43,13.16362714650123,80.28190544749211,East,Suburban East,High,Under Investigation,Priya Sharma,69,Other
20251030-4118,AS,Assault,Serious,2024-06-11 20:23:11,13.013221076613794,80.24336375558774,West,Commercial West,High,Under Investigation,Deepa Singh,74,Male
20251030-4119,HM,Homicide,Critical,2024-08-01 20:04:41,13.046988458910242,80.26274283718324,East,Suburban East,Critical,Under Investigation,Meena Kumar,64,Male
20251030-4120,HM,Homicide,Critical,2023-10-27 16:41:53,13.116065188015385,80.21533116418142,East,Suburban East,Critical,Under Investigation,Lakshmi Das,38,Other
20251030-4121,FR,Fraud,Moderate,2024-06-02 09:46:23,13.105106285650564,80.30261527066308,Central,Business District,Medium,Under Investigation,Lakshmi Reddy,33,Male
20251030-4122,DR,Drug Related,Critical,2024-04-12 17:10:16,13.0880481142974,80.26319066570346,North,Northern Heights,Critical,Pending,Raj Das,59,Male
20251030-4123,AS,Assault,Serious,2024-02-03 20:58:59,13.045832658899016,80.21949008676447,Central,City Center,High,Assigned,Arun Patel,45,Male
20251030-4124,VT,Vehicle Theft,Moderate,2024-11-28 13:07:47,13.092235340679888,80.28355931366616,Central,Downtown,Medium,Assigned,Vijay Patel,64,Other
20251030-4125,RB,Robbery,Critical,2024-12-03 18:55:05,13.08885713663457,80.31376745313477,East,Eastern Hills,Critical,Assigned,Kumar Nair,73,Male
20251030-4126,VT,Vehicle Theft,Moderate,2024-03-08 21:06:34,13.113582121396366,80.29368878446975,West,Western Plains,Medium,Reported,Raj Singh,56,Other
20251030-4127,TH,Theft,Moderate,2023-07-14 19:40:00,13.095366865285003,80.28421403685239,Central,City Center,Medium,Reported,Arun Singh,61,Male
20251030-4128,CY,Cybercrime,Serious,2023-10-15 16:34:32,13.1236993086995,80.28014370779198,West,Commercial West,High,Reported,Meena Das,56,Other
20251030-4129,TH,Theft,Moderate,2023-10-02 21:56:04,13.0426865743261,80.27626372652453,East,Market District,Medium,Assigned,Meena Iyer,18,Male
20251030-4130,CY,Cybercrime,Serious,2024-05-09 12:45:52,13.094606183800611,80.28289324795425,South,Coastal Zone,High,Under Investigation,Priya Patel,42,Male
20251030-4131,TH,Theft,Moderate,2024-11-15 15:44:36,13.080482069501333,80.19878744346155,West,Commercial West,Medium,Pending,Vijay Iyer,30,Other
20251030-4132,AS,Assault,Serious,2024-06-21 10:11:29,12.997168360935609,80.20220193392116,East,Suburban East,High,Pending,Priya Nair,48,Male
20251030-4133,CY,Cybercrime,Serious,2023-01-27 11:29:10,13.08782324119163,80.21011994915054,East,Suburban East,High,Under Investigation,Priya Kumar,54,Female
20251030-4134,FR,Fraud,Moderate,2024-07-06 20:46:33,13.029506669636252,80.18964358697612,West,University Area,Medium,Closed,Kumar Reddy,47,Female
20251030-4135,FR,Fraud,Moderate,2024-12-07 16:58:56,13.067323370472668,80.32287658347668,South,Coastal Zone,Medium,Pending,Kumar Sharma,42,Other
20251030-4136,VT,Vehicle Theft,Moderate,2023-08-17 17:02:43,13.105039763557306,80.27875324612955,North,Industrial Area,Medium,Pending,Raj Patel,68,Male
20251030-4137,TH,Theft,Moderate,2023-10-19 17:19:13,13.059296206617539,80.29640044256716,East,Suburban East,Medium,Pending,Kumar Singh,59,Other
20251030-4138,FR,Fraud,Moderate,2023-07-02 00:43:59,13.126802039211906,80.35608302567847,East,Suburban East,Medium,Assigned,Lakshmi Singh,44,Female
20251030-4139,TH,Theft,Moderate,2023-08-02 16:44:40,13.114742680828831,80.25209767526682,West,Western Plains,Medium,Reported,Deepa Sharma,49,Female
20251030-4140,DR,Drug Related,Critical,2024-04-23 07:38:07,13.075093651996555,80.27246836039845,South,Coastal Zone,Critical,Cold Case,Vijay Patel,28,Male
20251030-4141,FR,Fraud,Moderate,2024-06-23 16:40:10,13.058304058993576,80.26943883669671,Central,Business District,Medium,Assigned,Kumar Nair,34,Other
20251030-4142,CY,Cybercrime,Serious,2024-03-15 12:47:42,13.008209414764227,80.28867331553202,North,Northern Heights,High,Reported,Raj Sharma,45,Female
20251030-4143,FR,Fraud,Moderate,2023-09-06 15:31:02,13.09252458790959,80.27999458570896,North,Northern Heights,Medium,Under Investigation,Priya Das,64,Female
20251030-4144,DR,Drug Related,Critical,2024-07-17 11:25:07,13.05702600851368,80.25304068033772,South,Southern Bay,Critical,Pending,Raj Kumar,73,Other
20251030-4145,CY,Cybercrime,Serious,2023-07-23 11:55:29,13.100480826029436,80.27669145924246,Central,City Center,High,Assigned,Priya Nair,51,Other
20251030-4146,FR,Fraud,Moderate,2023-04-08 21:02:05,13.070455494847357,80.26646792241749,East,Market District,Medium,Pending,Raj Sharma,55,Female
20251030-4147,DR,Drug Related,Critical,2023-11-05 12:14:10,13.083600482970494,80.25733701366839,North,Parkside,Critical,Pending,Vijay Das,40,Female
20251030-4148,BR,Burglary,Serious,2024-07-24 08:14:25,13.106587138784054,80.29986158795626,South,Coastal Zone,High,Reported,Vijay Nair,57,Female
20251030-4149,AS,Assault,Serious,2024-11-06 16:29:10,13.046188518941415,80.24710928603767,East,Suburban East,High,Assigned,Deepa Reddy,57,Other
20251030-4150,VT,Vehicle Theft,Moderate,2023-09-21 23:08:04,13.096492916068247,80.2889985773705,East,Market District,Medium,Closed,Deepa Iyer,35,Female
20251030-4151,BR,Burglary,Serious,2023-03-26 08:54:07,13.026984857585791,80.29924760291355,East,Suburban East,High,Under Investigation,Kumar Nair,26,Other
20251030-4152,TH,Theft,Moderate,2024-04-30 08:56:48,13.033058156747469,80.29619570621509,Central,Downtown,Medium,Closed,Vijay Kumar,58,Male
20251030-4153,HM,Homicide,Critical,2023-03-22 07:50:12,13.092930525185112,80.28679961079227,North,Northern Heights,Critical,Under Investigation,Kumar Sharma,22,Other
20251030-4154,FR,Fraud,Moderate,2023-02-08 21:31:12,13.103532447654826,80.28893190902065,Central,Business District,Medium,Pending,Priya Das,33,Male
20251030-4155,VT,Vehicle Theft,Moderate,2023-07-11 17:43:35,13.040428725255744,80.27865875841547,South,Residential South,Medium,Closed,Vijay Reddy,28,Male
20251030-4156,RB,Robbery,Critical,2023-01-25 06:56:03,13.077436760056113,80.29522044408098,West,Commercial West,Critical,Pending,Raj Kumar,61,Other
20251030-4157,RB,Robbery,Critical,2023-09-27 14:32:06,13.093086622911656,80.2705818053898,North,Industrial Area,Critical,Closed,Meena Das,63,Female
20251030-4158,BR,Burglary,Serious,2024-12-17 07:51:40,13.18205924926952,80.33038327757899,West,University Area,High,Closed,Raj Das,53,Male
20251030-4159,TH,Theft,Moderate,2024-06-12 06:19:54,13.128073956008004,80.28774324183694,North,Northern Heights,Medium,Pending,Lakshmi Kumar,37,Female
20251030-4160,RB,Robbery,Critical,2024-01-16 07:35:02,13.084534083848839,80.3092768880232,West,Western Plains,Critical,Reported,Arun Sharma,67,Female
20251030-4161,VN,Vandalism,Minor,2023-09-03 21:44:32,13.132430649580611,80.30865931937247,North,Parkside,Low,Reported,Meena Singh,50,Male
20251030-4162,CY,Cybercrime,Serious,2023-01-22 16:56:16,13.081347918791868,80.28095691893279,North,Northern Heights,High,Under Investigation,Vijay Nair,75,Male
20251030-4163,VN,Vandalism,Minor,2024-07-11 20:25:30,13.022407623158394,80.2019710442292,South,Coastal Zone,Low,Assigned,Vijay Iyer,56,Female
20251030-4164,FR,Fraud,Moderate,2024-04-24 21:40:57,13.046383999381895,80.29143661740915,South,Residential South,Medium,Closed,Priya Kumar,29,Other
20251030-4165,VT,Vehicle Theft,Moderate,2024-10-31 11:37:37,13.092905072806879,80.25680055313681,South,Residential South,Medium,Assigned,Vijay Das,62,Other
20251030-4166,TH,Theft,Moderate,2024-03-28 05:51:06,13.069012210112195,80.31498480938389,East,Suburban East,Medium,Assigned,Vijay Patel,37,Male
20251030-4167,RB,Robbery,Critical,2023-02-08 02:48:21,13.064938017197129,80.25796445729179,North,Northern Heights,Critical,Assigned,Kumar Reddy,36,Female
20251030-4168,VN,Vandalism,Minor,2023-01-08 04:10:58,13.085012067073585,80.19166846092142,Central,Downtown,Low,Assigned,Lakshmi Iyer,59,Female
20251030-4169,VT,Vehicle Theft,Moderate,2023-06-07 21:57:14,13.106688371369577,80.28501699686005,East,Eastern Hills,Medium,Reported,Arun Iyer,38,Female
20251030-4170,FR,Fraud,Moderate,2023-05-25 08:56:11,13.174244655222221,80.36844798365321,North,Parkside,Medium,Under Investigation,Lakshmi Singh,61,Male
20251030-4171,VN,Vandalism,Minor,2024-12-31 21:44:35,13.064586391353595,80.24072409602618,West,Commercial West,Low,Reported,Vijay Reddy,66,Male
20251030-4172,RB,Robbery,Critical,2024-05-22 19:52:36,13.072791483409324,80.25374143248482,South,Residential South,Critical,Pending,Raj Das,57,Male
20251030-4173,TH,Theft,Moderate,2024-02-14 11:14:35,13.103574645292145,80.29098961837758,South,Coastal Zone,Medium,Under Investigation,Raj Patel,42,Female
20251030-4174,DR,Drug Related,Critical,2023-02-17 22:06:36,13.112277394517385,80.25194454215597,West,Commercial West,Critical,Under Investigation,Lakshmi Iyer,66,Female
20251030-4175,VT,Vehicle Theft,Moderate,2023-06-25 22:58:02,13.105188739188748,80.23907912263044,East,Suburban East,Medium,Closed,Priya Iyer,19,Other
20251030-4176,CY,Cybercrime,Serious,2023-02-28 08:33:55,13.051299579648594,80.25658887906137,North,Industrial Area,High,Pending,Lakshmi Patel,31,Male
20251030-4177,DR,Drug Related,Critical,2023-01-28 03:50:03,13.018920095466367,80.23158043942004,East,Eastern Hills,Critical,Closed,Meena Nair,68,Female
20251030-4178,VN,Vandalism,Minor,2023-12-20 19:02:33,13.05208992525088,80.25814083882514,West,Commercial West,Low,Closed,Raj Patel,54,Other
20251030-4179,FR,Fraud,Moderate,2023-04-16 19:47:02,13.085064096651044,80.26421843441213,Central,Business District,Medium,Pending,Lakshmi Kumar,48,Male
20251030-4180,DR,Drug Related,Critical,2023-07-06 21:08:37,13.051583777393036,80.27646828722419,West,Commercial West,Critical,Under Investigation,Lakshmi Das,27,Male
20251030-4181,AS,Assault,Serious,2023-03-16 20:56:37,12.995130499292928,80.25262137357058,South,Coastal Zone,High,Assigned,Raj Das,63,Female
20251030-4182,FR,Fraud,Moderate,2024-04-18 07:06:46,13.029529775104145,80.34016624321465,West,Western Plains,Medium,Assigned,Kumar Patel,37,Other
20251030-4183,RB,Robbery,Critical,2024-10-03 10:41:30,13.13109110378815,80.35528664141562,East,Suburban East,Critical,Under Investigation,Priya Kumar,19,Female
20251030-4184,VT,Vehicle Theft,Moderate,2024-08-26 18:36:55,13.096668951089839,80.2368385077679,South,Residential South,Medium,Pending,Deepa Kumar,23,Other
20251030-4185,HM,Homicide,Critical,2023-04-13 11:02:09,13.077468891104667,80.29418355145418,North,Parkside,Critical,Under Investigation,Kumar Das,68,Other
20251030-4186,HM,Homicide,Critical,2024-03-17 16:09:01,13.068063868462017,80.28355304878329,Central,Downtown,Critical,Pending,Meena Kumar,44,Female
20251030-4187,FR,Fraud,Moderate,2024-05-15 19:21:01,13.079981881283933,80.25460599861415,North,Northern Heights,Medium,Under Investigation,Deepa Nair,36,Other
20251030-4188,AS,Assault,Serious,2024-10-25 22:32:56,13.068083774462776,80.26673136960042,North,Industrial Area,High,Pending,Deepa Sharma,56,Other
20251030-4189,CY,Cybercrime,Serious,2024-09-27 21:41:53,13.041843164488412,80.28021160606812,North,Northern Heights,High,Closed,Meena Das,42,Other
20251030-4190,BR,Burglary,Serious,2024-03-26 03:02:17,13.145003492170632,80.19175021650317,East,Market District,High,Assigned,Lakshmi Reddy,46,Other
