case_id,name,age,status
20251030-2416,Suspect 100,62,Wanted
20251030-2416,Suspect 546,52,Wanted
20251030-2416,Suspect 968,46,Person of Interest
20251030-2417,Suspect 530,65,Person of Interest
20251030-2417,Suspect 694,19,Suspect
20251030-2417,Suspect 695,55,Wanted
20251030-2419,Suspect 737,49,Person of Interest
20251030-2419,Suspect 350,26,Arrested
20251030-2419,Suspect 12,44,Person of Interest
20251030-2420,Suspect 394,28,Person of Interest
20251030-2420,Suspect 97,36,Arrested
20251030-2421,Suspect 398,42,Suspect
20251030-2421,Suspect 299,24,Person of Interest
20251030-2421,Suspect 784,52,Person of Interest
20251030-2426,Suspect 375,34,Suspect
20251030-2426,Suspect 397,62,Wanted
20251030-2427,Suspect 236,63,Wanted
20251030-2429,Suspect 888,49,Suspect
20251030-2429,Suspect 481,30,Wanted
20251030-2429,Suspect 512,23,Arrested
20251030-2436,Suspect 453,59,Wanted
20251030-2436,Suspect 637,56,Arrested
20251030-2440,Suspect 541,63,Suspect
20251030-2441,Suspect 272,54,Person of Interest
20251030-2442,Suspect 253,52,Arrested
20251030-2444,Suspect 960,38,Person of Interest
20251030-2444,Suspect 385,47,Wanted
20251030-2445,Suspect 577,46,Person of Interest
20251030-2445,Suspect 411,58,Arrested
20251030-2446,Suspect 97,49,Person of Interest
20251030-2446,Suspect 851,53,Arrested
20251030-2446,Suspect 463,33,Wanted
20251030-2448,Suspect 189,54,Suspect
20251030-2448,Suspect 633,21,Arrested
20251030-2448,Suspect 347,55,Person of Interest
20251030-2451,Suspect 472,57,Wanted
20251030-2451,Suspect 946,31,Wanted
20251030-2451,Suspect 450,25,Arrested
20251030-2453,Suspect 292,34,Wanted
20251030-2453,Suspect 725,38,Arrested
20251030-2453,Suspect 989,50,Person of Interest
20251030-2455,Suspect 104,32,Person of Interest
20251030-2459,Suspect 55,49,Person of Interest
20251030-2459,Suspect 674,28,Suspect
20251030-2462,Suspect 212,30,Suspect
20251030-2462,Suspect 521,37,Arrested
20251030-2462,Suspect 146,37,Wanted
20251030-2463,Suspect 248,35,Suspect
20251030-2464,Suspect 542,52,Arrested
20251030-2467,Suspect 944,53,Person of Interest
20251030-2469,Suspect 272,27,Suspect
20251030-2470,Suspect 415,29,Person of Interest
20251030-2470,Suspect 946,18,Arrested
20251030-2471,Suspect 2,62,Arrested
20251030-2471,Suspect 410,38,Suspect
20251030-2471,Suspect 249,21,Wanted
20251030-2472,Suspect 229,27,Person of Interest
20251030-2472,Suspect 401,53,Suspect
20251030-2472,Suspect 140,52,Person of Interest
20251030-2473,Suspect 529,29,Arrested
20251030-2473,Suspect 583,27,Wanted
20251030-2473,Suspect 907,20,Person of Interest
20251030-2474,Suspect 558,38,Suspect
20251030-2476,Suspect 927,59,Person of Interest
20251030-2477,Suspect 916,38,Arrested
20251030-2477,Suspect 716,45,Person of Interest
20251030-2481,Suspect 154,35,Person of Interest
20251030-2486,Suspect 806,51,Wanted
20251030-2486,Suspect 136,62,Person of Interest
20251030-2486,Suspect 708,41,Wanted
20251030-2487,Suspect 321,42,Wanted
20251030-2487,Suspect 45,41,Wanted
20251030-2488,Suspect 398,18,Arrested
20251030-2490,Suspect 13,26,Suspect
20251030-2490,Suspect 895,59,Suspect
20251030-2492,Suspect 110,34,Suspect
20251030-2496,Suspect 451,63,Wanted
20251030-2498,Suspect 21,62,Suspect
20251030-2503,Suspect 314,46,Person of Interest
20251030-2503,Suspect 562,41,Suspect
20251030-2503,Suspect 512,29,Suspect
20251030-2504,Suspect 183,28,Wanted
20251030-2505,Suspect 372,46,Suspect
20251030-2505,Suspect 292,51,Suspect
20251030-2511,Suspect 165,48,Wanted
20251030-2511,Suspect 279,57,Person of Interest
20251030-2513,Suspect 455,38,Arrested
20251030-2513,Suspect 146,40,Suspect
20251030-2513,Suspect 594,62,Wanted
20251030-2514,Suspect 881,52,Arrested
20251030-2514,Suspect 458,53,Suspect
20251030-2514,Suspect 227,27,Arrested
20251030-2524,Suspect 284,39,Suspect
20251030-2524,Suspect 566,22,Arrested
20251030-2524,Suspect 517,50,Person of Interest
20251030-2528,Suspect 787,50,Suspect
20251030-2529,Suspect 750,23,Suspect
20251030-2529,Suspect 412,44,Arrested
20251030-2529,Suspect 318,51,Wanted
20251030-2530,Suspect 46,55,Person of Interest
20251030-2530,Suspect 667,18,Wanted
20251030-2530,Suspect 308,38,Arrested
20251030-2532,Suspect 759,33,Person of Interest
20251030-2533,Suspect 329,28,Arrested
20251030-2533,Suspect 617,27,Wanted
20251030-2541,Suspect 921,42,Arrested
20251030-2541,Suspect 76,36,Person of Interest
20251030-2542,Suspect 17,24,Suspect
20251030-2543,Suspect 191,56,Wanted
20251030-2543,Suspect 203,63,Wanted
20251030-2547,Suspect 710,30,Suspect
20251030-2549,Suspect 878,36,Suspect
20251030-2551,Suspect 523,39,Person of Interest
20251030-2551,Suspect 222,32,Wanted
20251030-2551,Suspect 455,23,Arrested
20251030-2558,Suspect 266,35,Person of Interest
20251030-2558,Suspect 168,48,Arrested
20251030-2561,Suspect 392,56,Suspect
20251030-2563,Suspect 66,62,Arrested
20251030-2563,Suspect 857,20,Wanted
20251030-2563,Suspect 737,28,Wanted
20251030-2566,Suspect 687,31,Arrested
20251030-2566,Suspect 208,45,Arrested
20251030-2566,Suspect 436,30,Wanted
20251030-2567,Suspect 490,39,Person of Interest
20251030-2569,Suspect 381,48,Wanted
20251030-2569,Suspect 304,58,Arrested
20251030-2574,Suspect 492,24,Suspect
20251030-2575,Suspect 575,43,Arrested
20251030-2575,Suspect 303,52,Person of Interest
20251030-2575,Suspect 330,34,Person of Interest
20251030-2577,Suspect 354,20,Person of Interest
20251030-2577,Suspect 561,48,Wanted
20251030-2579,Suspect 892,58,Wanted
20251030-2579,Suspect 784,37,Person of Interest
20251030-2579,Suspect 595,65,Suspect
20251030-2581,Suspect 708,47,Arrested
20251030-2589,Suspect 323,31,Wanted
20251030-2589,Suspect 418,65,Wanted
20251030-2594,Suspect 122,55,Arrested
20251030-2594,Suspect 810,27,Arrested
20251030-2594,Suspect 886,25,Suspect
20251030-2595,Suspect 930,65,Person of Interest
20251030-2595,Suspect 234,44,Arrested
20251030-2600,Suspect 181,55,Person of Interest
20251030-2600,Suspect 753,52,Person of Interest
20251030-2601,Suspect 37,48,Arrested
20251030-2601,Suspect 35,33,Person of Interest
20251030-2603,Suspect 990,41,Wanted
20251030-2604,Suspect 267,58,Person of Interest
20251030-2604,Suspect 513,59,Wanted
20251030-2605,Suspect 899,40,Person of Interest
20251030-2605,Suspect 579,59,Person of Interest
20251030-2606,Suspect 544,57,Arrested
20251030-2606,Suspect 307,60,Suspect
20251030-2607,Suspect 646,31,Wanted
20251030-2607,Suspect 822,54,Arrested
20251030-2608,Suspect 495,48,Arrested
20251030-2608,Suspect 880,20,Suspect
20251030-2608,Suspect 626,47,Suspect
20251030-2609,Suspect 578,49,Suspect
20251030-2609,Suspect 115,41,Wanted
20251030-2609,Suspect 972,56,Person of Interest
20251030-2611,Suspect 416,65,Wanted
20251030-2612,Suspect 973,40,Wanted
20251030-2613,Suspect 477,60,Arrested
20251030-2613,Suspect 24,33,Wanted
20251030-2616,Suspect 845,58,Person of Interest
20251030-2616,Suspect 658,50,Wanted
20251030-2617,Suspect 449,42,Suspect
20251030-2620,Suspect 478,35,Suspect
20251030-2620,Suspect 480,54,Wanted
20251030-2620,Suspect 156,22,Wanted
20251030-2626,Suspect 239,29,Wanted
20251030-2626,Suspect 27,46,Person of Interest
20251030-2627,Suspect 210,53,Person of Interest
20251030-2627,Suspect 823,43,Arrested
20251030-2627,Suspect 876,65,Suspect
20251030-2628,Suspect 499,55,Suspect
20251030-2628,Suspect 580,48,Person of Interest
20251030-2628,Suspect 746,50,Wanted
20251030-2629,Suspect 752,64,Wanted
20251030-2629,Suspect 622,55,Suspect
20251030-2631,Suspect 35,30,Wanted
20251030-2631,Suspect 950,53,Arrested
20251030-2631,Suspect 565,39,Arrested
20251030-2634,Suspect 260,38,Arrested
20251030-2635,Suspect 492,52,Wanted
20251030-2635,Suspect 546,60,Arrested
20251030-2636,Suspect 174,65,Arrested
20251030-2637,Suspect 316,64,Arrested
20251030-2639,Suspect 360,19,Wanted
20251030-2639,Suspect 533,64,Wanted
20251030-2639,Suspect 396,57,Suspect
20251030-2640,Suspect 242,53,Suspect
20251030-2640,Suspect 223,41,Wanted
20251030-2640,Suspect 565,31,Arrested
20251030-2641,Suspect 845,27,Suspect
20251030-2642,Suspect 31,62,Wanted
20251030-2642,Suspect 49,36,Person of Interest
20251030-2643,Suspect 738,58,Suspect
20251030-2644,Suspect 957,58,Arrested
20251030-2645,Suspect 192,35,Person of Interest
20251030-2645,Suspect 378,23,Arrested
20251030-2645,Suspect 91,24,Wanted
20251030-2646,Suspect 527,25,Person of Interest
20251030-2647,Suspect 403,59,Suspect
20251030-2647,Suspect 805,58,Person of Interest
20251030-2649,Suspect 308,60,Suspect
20251030-2649,Suspect 510,24,Person of Interest
20251030-2649,Suspect 212,35,Suspect
20251030-2650,Suspect 556,18,Suspect
20251030-2650,Suspect 402,61,Suspect
20251030-2650,Suspect 480,51,Suspect
20251030-2652,Suspect 324,57,Arrested
20251030-2652,Suspect 122,52,Person of Interest
20251030-2656,Suspect 629,19,Arrested
20251030-2657,Suspect 606,18,Person of Interest
20251030-2657,Suspect 252,25,Person of Interest
20251030-2657,Suspect 734,34,Suspect
20251030-2658,Suspect 84,42,Person of Interest
20251030-2658,Suspect 315,60,Person of Interest
20251030-2658,Suspect 404,24,Person of Interest
20251030-2659,Suspect 358,24,Suspect
20251030-2662,Suspect 818,30,Arrested
20251030-2662,Suspect 535,49,Wanted
20251030-2667,Suspect 286,23,Suspect
20251030-2667,Suspect 460,28,Arrested
20251030-2667,Suspect 514,46,Arrested
20251030-2668,Suspect 924,29,Suspect
20251030-2668,Suspect 771,56,Person of Interest
20251030-2670,Suspect 15,56,Person of Interest
20251030-2671,Suspect 831,52,Arrested
20251030-2671,Suspect 995,32,Wanted
20251030-2671,Suspect 343,64,Arrested
20251030-2675,Suspect 614,63,Wanted
20251030-2676,Suspect 319,22,Wanted
20251030-2680,Suspect 930,63,Person of Interest
20251030-2680,Suspect 838,63,Arrested
20251030-2680,Suspect 825,50,Wanted
20251030-2682,Suspect 425,34,Person of Interest
20251030-2682,Suspect 163,52,Person of Interest
20251030-2682,Suspect 782,47,Person of Interest
20251030-2683,Suspect 403,18,Person of Interest
20251030-2683,Suspect 622,52,Wanted
20251030-2683,Suspect 38,51,Person of Interest
20251030-2685,Suspect 492,35,Arrested
20251030-2685,Suspect 36,55,Arrested
20251030-2685,Suspect 725,46,Suspect
20251030-2686,Suspect 971,33,Arrested
20251030-2686,Suspect 872,56,Wanted
20251030-2689,Suspect 410,32,Person of Interest
20251030-2690,Suspect 713,30,Arrested
20251030-2690,Suspect 818,26,Person of Interest
20251030-2694,Suspect 728,60,Person of Interest
20251030-2697,Suspect 719,52,Person of Interest
20251030-2697,Suspect 467,32,Suspect
20251030-2697,Suspect 718,43,Person of Interest
20251030-2698,Suspect 248,65,Person of Interest
20251030-2698,Suspect 129,53,Arrested
20251030-2698,Suspect 523,23,Arrested
20251030-2699,Suspect 107,57,Suspect
20251030-2703,Suspect 771,23,Suspect
20251030-2703,Suspect 285,37,Arrested
20251030-2708,Suspect 568,20,Wanted
20251030-2709,Suspect 744,49,Wanted
20251030-2709,Suspect 624,25,Person of Interest
20251030-2709,Suspect 568,30,Arrested
20251030-2714,Suspect 812,40,Person of Interest
20251030-2714,Suspect 900,22,Wanted
20251030-2714,Suspect 160,27,Suspect
20251030-2715,Suspect 876,37,Suspect
20251030-2721,Suspect 379,20,Person of Interest
20251030-2721,Suspect 802,26,Arrested
20251030-2721,Suspect 732,47,Suspect
20251030-2723,Suspect 580,56,Arrested
20251030-2724,Suspect 69,18,Arrested
20251030-2724,Suspect 952,42,Person of Interest
20251030-2727,Suspect 89,21,Arrested
20251030-2727,Suspect 64,31,Arrested
20251030-2728,Suspect 113,45,Person of Interest
20251030-2728,Suspect 609,65,Suspect
20251030-2728,Suspect 902,38,Wanted
20251030-2734,Suspect 939,28,Person of Interest
20251030-2737,Suspect 606,37,Person of Interest
20251030-2742,Suspect 845,50,Person of Interest
20251030-2742,Suspect 342,44,Wanted
20251030-2743,Suspect 772,44,Person of Interest
20251030-2743,Suspect 468,37,Wanted
20251030-2743,Suspect 132,43,Suspect
20251030-2747,Suspect 841,40,Suspect
20251030-2747,Suspect 712,26,Wanted
20251030-2748,Suspect 27,24,Suspect
20251030-2748,Suspect 806,21,Person of Interest
20251030-2757,Suspect 102,40,Arrested
20251030-2758,Suspect 408,47,Person of Interest
20251030-2758,Suspect 109,29,Person of Interest
20251030-2760,Suspect 462,22,Suspect
20251030-2762,Suspect 177,35,Arrested
20251030-2762,Suspect 364,62,Suspect
20251030-2762,Suspect 339,22,Suspect
20251030-2763,Suspect 767,60,Person of Interest
20251030-2764,Suspect 771,27,Wanted
20251030-2764,Suspect 441,39,Suspect
20251030-2767,Suspect 669,31,Arrested
20251030-2769,Suspect 664,47,Arrested
20251030-2769,Suspect 790,47,Suspect
20251030-2769,Suspect 767,31,Suspect
20251030-2770,Suspect 406,20,Arrested
20251030-2770,Suspect 670,50,Arrested
20251030-2770,Suspect 390,51,Wanted
20251030-2773,Suspect 149,35,Arrested
20251030-2773,Suspect 794,41,Person of Interest
20251030-2773,Suspect 450,49,Arrested
20251030-2775,Suspect 693,28,Suspect
20251030-2776,Suspect 99,63,Suspect
20251030-2776,Suspect 67,28,Person of Interest
20251030-2777,Suspect 244,27,Suspect
20251030-2777,Suspect 302,20,Wanted
20251030-2777,Suspect 215,23,Arrested
20251030-2778,Suspect 468,45,Arrested
20251030-2778,Suspect 304,62,Wanted
20251030-2778,Suspect 174,56,Arrested
20251030-2780,Suspect 401,40,Suspect
20251030-2780,Suspect 68,38,Wanted
20251030-2784,Suspect 609,36,Wanted
20251030-2784,Suspect 838,64,Suspect
20251030-2784,Suspect 269,59,Wanted
20251030-2787,Suspect 996,62,Wanted
20251030-2788,Suspect 510,44,Arrested
20251030-2788,Suspect 970,62,Wanted
20251030-2788,Suspect 785,43,Person of Interest
20251030-2789,Suspect 417,20,Suspect
20251030-2789,Suspect 849,30,Person of Interest
20251030-2789,Suspect 182,26,Suspect
20251030-2792,Suspect 79,33,Person of Interest
20251030-2792,Suspect 602,34,Person of Interest
20251030-2793,Suspect 101,58,Person of Interest
20251030-2796,Suspect 107,49,Suspect
20251030-2796,Suspect 160,65,Person of Interest
20251030-2797,Suspect 110,64,Suspect
20251030-2797,Suspect 576,42,Wanted
20251030-2797,Suspect 789,57,Person of Interest
20251030-2798,Suspect 533,63,Wanted
20251030-2798,Suspect 125,26,Wanted
20251030-2801,Suspect 127,44,Arrested
20251030-2802,Suspect 391,40,Wanted
20251030-2809,Suspect 48,59,Suspect
20251030-2809,Suspect 483,33,Person of Interest
20251030-2809,Suspect 865,19,Suspect
20251030-2814,Suspect 164,26,Suspect
20251030-2817,Suspect 936,52,Person of Interest
20251030-2820,Suspect 631,51,Suspect
20251030-2820,Suspect 712,35,Arrested
20251030-2820,Suspect 975,24,Arrested
20251030-2821,Suspect 674,36,Person of Interest
20251030-2821,Suspect 783,53,Wanted
20251030-2821,Suspect 158,44,Wanted
20251030-2823,Suspect 347,56,Wanted
20251030-2827,Suspect 939,33,Wanted
20251030-2828,Suspect 386,61,Person of Interest
20251030-2828,Suspect 342,58,Wanted
20251030-2829,Suspect 72,54,Wanted
20251030-2830,Suspect 900,53,Wanted
20251030-2830,Suspect 421,48,Person of Interest
20251030-2831,Suspect 704,54,Person of Interest
20251030-2831,Suspect 149,60,Suspect
20251030-2831,Suspect 623,51,Arrested
20251030-2833,Suspect 29,32,Person of Interest
20251030-2835,Suspect 641,57,Person of Interest
20251030-2839,Suspect 595,62,Wanted
20251030-2839,Suspect 314,62,Suspect
20251030-2840,Suspect 513,65,Person of Interest
20251030-2840,Suspect 167,25,Arrested
20251030-2841,Suspect 30,57,Suspect
20251030-2842,Suspect 988,61,Person of Interest
20251030-2842,Suspect 832,61,Arrested
20251030-2842,Suspect 893,50,Arrested
20251030-2844,Suspect 271,33,Suspect
20251030-2845,Suspect 975,58,Arrested
20251030-2846,Suspect 436,55,Person of Interest
20251030-2857,Suspect 360,45,Suspect
20251030-2857,Suspect 85,51,Person of Interest
20251030-2857,Suspect 121,19,Arrested
20251030-2859,Suspect 357,34,Wanted
20251030-2859,Suspect 899,46,Arrested
20251030-2861,Suspect 652,49,Wanted
20251030-2861,Suspect 58,28,Arrested
20251030-2861,Suspect 59,31,Person of Interest
20251030-2862,Suspect 709,22,Wanted
20251030-2865,Suspect 898,31,Wanted
20251030-2865,Suspect 810,62,Person of Interest
20251030-2869,Suspect 507,64,Wanted
20251030-2869,Suspect 192,31,Person of Interest
20251030-2869,Suspect 172,43,Suspect
20251030-2876,Suspect 961,64,Wanted
20251030-2876,Suspect 431,24,Suspect
20251030-2878,Suspect 635,50,Person of Interest
20251030-2880,Suspect 296,55,Person of Interest
20251030-2880,Suspect 255,33,Arrested
20251030-2880,Suspect 324,59,Person of Interest
20251030-2884,Suspect 924,64,Suspect
20251030-2884,Suspect 744,41,Person of Interest
20251030-2884,Suspect 730,36,Person of Interest
20251030-2885,Suspect 125,43,Person of Interest
20251030-2885,Suspect 611,28,Suspect
20251030-2885,Suspect 905,23,Wanted
20251030-2886,Suspect 664,63,Suspect
20251030-2886,Suspect 965,51,Arrested
20251030-2886,Suspect 328,34,Wanted
20251030-2888,Suspect 627,52,Person of Interest
20251030-2888,Suspect 810,46,Person of Interest
20251030-2888,Suspect 121,50,Suspect
20251030-2890,Suspect 537,23,Arrested
20251030-2890,Suspect 353,24,Arrested
20251030-2892,Suspect 808,43,Arrested
20251030-2892,Suspect 395,31,Suspect
20251030-2894,Suspect 889,27,Arrested
20251030-2894,Suspect 881,62,Arrested
20251030-2896,Suspect 377,63,Suspect
20251030-2896,Suspect 351,50,Person of Interest
20251030-2896,Suspect 26,55,Wanted
20251030-2899,Suspect 703,57,Arrested
20251030-2899,Suspect 487,40,Person of Interest
20251030-2899,Suspect 193,36,Person of Interest
20251030-2900,Suspect 92,45,Suspect
20251030-2900,Suspect 488,30,Suspect
20251030-2900,Suspect 641,32,Wanted
20251030-2901,Suspect 791,37,Person of Interest
20251030-2902,Suspect 752,45,Person of Interest
20251030-2904,Suspect 953,58,Suspect
20251030-2904,Suspect 591,63,Suspect
20251030-2904,Suspect 722,23,Arrested
20251030-2911,Suspect 904,19,Person of Interest
20251030-2911,Suspect 820,63,Suspect
20251030-2914,Suspect 520,31,Suspect
20251030-2914,Suspect 720,27,Arrested
20251030-2914,Suspect 128,32,Arrested
20251030-2916,Suspect 596,49,Person of Interest
20251030-2916,Suspect 973,30,Person of Interest
20251030-2916,Suspect 631,27,Wanted
20251030-2917,Suspect 563,32,Wanted
20251030-2917,Suspect 568,36,Arrested
20251030-2917,Suspect 984,29,Arrested
20251030-2919,Suspect 940,28,Person of Interest
20251030-2921,Suspect 946,54,Wanted
20251030-2921,Suspect 490,26,Wanted
20251030-2921,Suspect 207,29,Arrested
20251030-2922,Suspect 25,44,Suspect
20251030-2923,Suspect 301,23,Suspect
20251030-2923,Suspect 312,34,Wanted
20251030-2927,Suspect 495,42,Wanted
20251030-2930,Suspect 266,64,Person of Interest
20251030-2930,Suspect 643,48,Arrested
20251030-2930,Suspect 577,30,Arrested
20251030-2931,Suspect 668,50,Person of Interest
20251030-2935,Suspect 751,45,Arrested
20251030-2936,Suspect 401,22,Person of Interest
20251030-2943,Suspect 852,61,Person of Interest
20251030-2943,Suspect 600,53,Person of Interest
20251030-2944,Suspect 609,24,Person of Interest
20251030-2944,Suspect 13,65,Arrested
20251030-2948,Suspect 158,31,Arrested
20251030-2948,Suspect 705,31,Wanted
20251030-2948,Suspect 996,41,Person of Interest
20251030-2949,Suspect 456,21,Arrested
20251030-2949,Suspect 492,53,Person of Interest
20251030-2958,Suspect 6,20,Suspect
20251030-2962,Suspect 596,38,Suspect
20251030-2962,Suspect 439,35,Wanted
20251030-2962,Suspect 88,59,Wanted
20251030-2967,Suspect 82,60,Arrested
20251030-2968,Suspect 356,36,Wanted
20251030-2968,Suspect 203,58,Person of Interest
20251030-2968,Suspect 766,61,Wanted
20251030-2969,Suspect 775,33,Person of Interest
20251030-2974,Suspect 66,42,Wanted
20251030-2974,Suspect 849,26,Suspect
20251030-2974,Suspect 196,38,Arrested
20251030-2976,Suspect 336,25,Suspect
20251030-2978,Suspect 529,19,Arrested
20251030-2979,Suspect 762,45,Arrested
20251030-2979,Suspect 146,30,Wanted
20251030-2979,Suspect 315,23,Wanted
20251030-2980,Suspect 46,61,Arrested
20251030-2980,Suspect 288,54,Wanted
20251030-2980,Suspect 292,29,Wanted
20251030-2981,Suspect 284,56,Arrested
20251030-2984,Suspect 770,32,Arrested
20251030-2985,Suspect 150,40,Wanted
20251030-2990,Suspect 78,65,Arrested
20251030-2990,Suspect 530,46,Arrested
20251030-2991,Suspect 512,45,Person of Interest
20251030-2991,Suspect 658,40,Wanted
20251030-2992,Suspect 863,51,Suspect
20251030-2992,Suspect 808,25,Arrested
20251030-2992,Suspect 717,65,Wanted
20251030-2997,Suspect 321,53,Suspect
20251030-2997,Suspect 854,60,Person of Interest
20251030-2997,Suspect 137,36,Wanted
20251030-2998,Suspect 299,34,Person of Interest
20251030-2999,Suspect 720,31,Arrested
20251030-2999,Suspect 507,56,Suspect
20251030-2999,Suspect 661,65,Suspect
20251030-3002,Suspect 663,28,Suspect
20251030-3003,Suspect 884,34,Person of Interest
20251030-3003,Suspect 651,20,Wanted
20251030-3005,Suspect 906,22,Suspect
20251030-3010,Suspect 472,25,Suspect
20251030-3010,Suspect 934,32,Arrested
20251030-3015,Suspect 936,42,Arrested
20251030-3015,Suspect 193,47,Arrested
20251030-3017,Suspect 267,49,Suspect
20251030-3021,Suspect 326,26,Wanted
20251030-3021,Suspect 833,42,Wanted
20251030-3022,Suspect 332,61,Person of Interest
20251030-3022,Suspect 258,63,Arrested
20251030-3022,Suspect 667,46,Person of Interest
20251030-3027,Suspect 898,63,Arrested
20251030-3027,Suspect 143,43,Suspect
20251030-3027,Suspect 506,33,Suspect
20251030-3028,Suspect 873,22,Suspect
20251030-3028,Suspect 210,37,Wanted
20251030-3028,Suspect 211,63,Wanted
20251030-3030,Suspect 34,24,Arrested
20251030-3030,Suspect 22,32,Person of Interest
20251030-3031,Suspect 572,43,Arrested
20251030-3031,Suspect 333,23,Arrested
20251030-3032,Suspect 985,27,Person of Interest
20251030-3032,Suspect 27,26,Arrested
20251030-3032,Suspect 717,45,Arrested
20251030-3036,Suspect 189,42,Person of Interest
20251030-3036,Suspect 384,40,Suspect
20251030-3038,Suspect 84,35,Person of Interest
20251030-3040,Suspect 121,36,Suspect
20251030-3041,Suspect 353,20,Arrested
20251030-3041,Suspect 408,33,Arrested
20251030-3042,Suspect 343,44,Wanted
20251030-3042,Suspect 168,59,Suspect
20251030-3044,Suspect 639,38,Suspect
20251030-3044,Suspect 73,56,Suspect
20251030-3045,Suspect 268,22,Wanted
20251030-3045,Suspect 253,39,Wanted
20251030-3045,Suspect 282,35,Arrested
20251030-3046,Suspect 281,42,Wanted
20251030-3046,Suspect 566,42,Arrested
20251030-3046,Suspect 615,62,Arrested
20251030-3047,Suspect 573,37,Arrested
20251030-3047,Suspect 138,28,Suspect
20251030-3047,Suspect 492,59,Wanted
20251030-3049,Suspect 432,62,Suspect
20251030-3054,Suspect 449,64,Arrested
20251030-3054,Suspect 188,35,Arrested
20251030-3055,Suspect 479,32,Arrested
20251030-3055,Suspect 296,22,Wanted
20251030-3055,Suspect 718,48,Wanted
20251030-3059,Suspect 536,36,Person of Interest
20251030-3059,Suspect 136,64,Person of Interest
20251030-3060,Suspect 467,62,Wanted
20251030-3060,Suspect 694,26,Arrested
20251030-3061,Suspect 292,50,Person of Interest
20251030-3065,Suspect 205,49,Suspect
20251030-3065,Suspect 197,18,Suspect
20251030-3066,Suspect 495,21,Suspect
20251030-3069,Suspect 96,63,Arrested
20251030-3069,Suspect 301,62,Arrested
20251030-3069,Suspect 25,30,Suspect
20251030-3070,Suspect 220,28,Wanted
20251030-3070,Suspect 567,52,Person of Interest
20251030-3071,Suspect 469,18,Person of Interest
20251030-3071,Suspect 623,38,Arrested
20251030-3071,Suspect 204,42,Arrested
20251030-3074,Suspect 52,20,Wanted
20251030-3074,Suspect 917,36,Suspect
20251030-3074,Suspect 365,64,Suspect
20251030-3076,Suspect 542,38,Suspect
20251030-3076,Suspect 966,42,Arrested
20251030-3078,Suspect 256,32,Arrested
20251030-3078,Suspect 242,62,Person of Interest
20251030-3080,Suspect 83,59,Suspect
20251030-3080,Suspect 908,29,Person of Interest
20251030-3082,Suspect 926,26,Arrested
20251030-3082,Suspect 132,41,Wanted
20251030-3083,Suspect 892,36,Wanted
20251030-3083,Suspect 374,24,Suspect
20251030-3083,Suspect 164,21,Arrested
20251030-3085,Suspect 16,61,Person of Interest
20251030-3085,Suspect 435,55,Wanted
20251030-3085,Suspect 668,45,Suspect
20251030-3096,Suspect 633,23,Wanted
20251030-3099,Suspect 422,54,Person of Interest
20251030-3105,Suspect 445,18,Wanted
20251030-3108,Suspect 37,56,Wanted
20251030-3108,Suspect 878,59,Wanted
20251030-3110,Suspect 471,21,Suspect
20251030-3110,Suspect 437,27,Person of Interest
20251030-3110,Suspect 429,54,Wanted
20251030-3112,Suspect 38,41,Wanted
20251030-3112,Suspect 919,51,Person of Interest
20251030-3122,Suspect 245,57,Suspect
20251030-3122,Suspect 595,65,Person of Interest
20251030-3122,Suspect 783,44,Person of Interest
20251030-3125,Suspect 270,54,Person of Interest
20251030-3125,Suspect 475,25,Suspect
20251030-3126,Suspect 729,51,Suspect
20251030-3127,Suspect 881,19,Wanted
20251030-3128,Suspect 308,56,Person of Interest
20251030-3129,Suspect 311,19,Arrested
20251030-3129,Suspect 12,21,Wanted
20251030-3129,Suspect 769,28,Suspect
20251030-3130,Suspect 496,34,Suspect
20251030-3131,Suspect 166,52,Person of Interest
20251030-3131,Suspect 56,43,Wanted
20251030-3132,Suspect 90,19,Suspect
20251030-3132,Suspect 192,62,Arrested
20251030-3132,Suspect 608,27,Suspect
20251030-3134,Suspect 185,55,Arrested
20251030-3135,Suspect 256,29,Suspect
20251030-3135,Suspect 231,54,Arrested
20251030-3137,Suspect 127,21,Person of Interest
20251030-3137,Suspect 239,36,Arrested
20251030-3140,Suspect 881,29,Person of Interest
20251030-3140,Suspect 690,45,Wanted
20251030-3143,Suspect 578,48,Wanted
20251030-3143,Suspect 65,62,Wanted
20251030-3143,Suspect 228,48,Suspect
20251030-3145,Suspect 310,24,Suspect
20251030-3145,Suspect 32,55,Suspect
20251030-3146,Suspect 535,44,Arrested
20251030-3146,Suspect 864,25,Suspect
20251030-3148,Suspect 277,38,Person of Interest
20251030-3148,Suspect 393,48,Suspect
20251030-3148,Suspect 52,43,Wanted
20251030-3150,Suspect 130,30,Suspect
20251030-3150,Suspect 773,57,Suspect
20251030-3151,Suspect 202,24,Person of Interest
20251030-3151,Suspect 309,60,Arrested
20251030-3157,Suspect 186,45,Arrested
20251030-3158,Suspect 318,59,Wanted
20251030-3158,Suspect 112,55,Arrested
20251030-3158,Suspect 650,43,Arrested
20251030-3160,Suspect 181,46,Wanted
20251030-3162,Suspect 479,23,Wanted
20251030-3162,Suspect 212,60,Person of Interest
20251030-3163,Suspect 733,22,Suspect
20251030-3164,Suspect 52,54,Person of Interest
20251030-3167,Suspect 862,29,Arrested
20251030-3170,Suspect 174,49,Person of Interest
20251030-3171,Suspect 283,63,Person of Interest
